song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
Running,Helado Negro,0.799,0.343,-13.224,0.0396,0.78,0.65,0.119,0.159,119.983,2O6IG0D422OZTuxZeB3Juh,264525
Weekend Love,Jafunk,0.739,0.623,-5.593,0.0738,0.254,0.000212,0.129,0.821,115.139,4gcO8PD4skPOBneayOCBdE,219280
dreamin',53 Thieves,0.831,0.419,-7.381,0.44,0.359,0.00228,0.0959,0.339,84.983,2EJrCsb25XaK6aW1v2PMrR,207706
we can be happy,dj poolboi,0.807,0.553,-13.41,0.143,0.00872,0.916,0.0585,0.621,125.004,4JoPwacbkrBPl6A98KhXDV,345000
Love Is Not Plastic,Timo Krantz,0.384,0.278,-14.241,0.0519,0.982,0.819,0.118,0.152,97.908,4kbkPBv8nmbEJUbLbO4AGi,160931
dial tone,goodboy noah,0.781,0.46,-6.826,0.0585,0.197,0.0,0.113,0.733,140.083,7q1GgZclbJpnU7UllttNA6,142286
obsession,Shura,0.703,0.661,-8.583,0.218,0.811,0.00889,0.109,0.742,167.775,0wRnT8ip6JycEahq7WXXf1,211871
Oh.,Tyde,0.675,0.283,-14.573,0.115,0.794,0.912,0.112,0.294,87.0,641aniakBM2Ykwo8voVD26,244320
Michelle,Dameer,0.688,0.831,-4.167,0.0494,0.102,0.00311,0.0851,0.916,116.019,1XPR5JaT1JNtmwF0Yzxd66,222227
Ubuntu Tutu,Olefonken,0.859,0.556,-10.096,0.0594,0.0269,0.891,0.0702,0.243,109.984,60W0O1pIUu7Oh0eW91efmD,367847
Brangelina Fanfiction,Melodiesinfonie,0.726,0.505,-11.545,0.0452,0.819,0.049,0.125,0.303,129.916,63dWZKazdxf9Q2zfwNHHD1,165747
Be Patient,Loverground,0.688,0.462,-13.723,0.032,0.224,0.217,0.0987,0.35,114.036,09XqTY2ZIuch7vhnehJwtZ,216794
Outsider,JÁNA,0.758,0.755,-9.354,0.0403,0.603,0.0776,0.071,0.806,97.044,2lGK9BobDajqa72XwfuUCB,195500
Ischia,Isola,0.863,0.515,-10.392,0.188,0.491,0.814,0.116,0.28,124.952,4lzfwCNtSBGqRG5jl5Pp6K,361232
"Please, My Love (Don't Go Away)",Walker,0.804,0.343,-12.548,0.411,0.878,0.242,0.0546,0.671,73.961,6dDVDhE8l4Z4QLClAPbaE3,111104
Froggy Style,Loverground,0.826,0.673,-10.314,0.0462,0.425,0.681,0.0993,0.394,120.023,1iXSvoeqBYMXUVB7MN3gN6,216544
YUR LUV,GEOTHEORY,0.75,0.852,-8.711,0.362,0.0751,0.219,0.654,0.473,124.991,61aJNhxOf4pPmTIvna1fu9,188346
Out of the Blue,Em Glasser,0.802,0.387,-9.916,0.0432,0.393,1.07e-05,0.105,0.256,114.99,5m3GM7HPxoI08LKHXhSxqC,193011
Brisk,YellowStraps,0.776,0.565,-7.685,0.121,0.000627,0.809,0.0991,0.231,135.021,1FK060fRp1SB6crubxlXVe,163556
2267 (feat. ericdoa),kmoe,0.642,0.456,-9.682,0.114,0.00468,0.0023,0.106,0.428,179.947,4iSlnr689nf0uP7oer8Ws7,142000
Hands,Walker,0.696,0.333,-8.347,0.377,0.176,0.0837,0.0611,0.356,69.333,2kUCdcpjjIQqogWaAgc0wM,154865
False Teeth,Easy Easy,0.698,0.39,-7.516,0.0377,0.697,3.17e-05,0.103,0.551,83.134,6cwVExVuZ7iiJ64mDqUn8J,162907
Moody,Brijean,0.826,0.702,-7.787,0.0772,0.086,0.829,0.119,0.519,115.99,213H9vfVfLc7m2zRVWgCmJ,134220
Brother,Léa Sen,0.667,0.563,-9.08,0.0296,0.438,0.00866,0.294,0.472,95.046,4e8Eqj6ynTG5HjewvBaVH3,203000
Happy For You,Lily Williams,0.766,0.305,-16.165,0.418,0.764,2.33e-05,0.107,0.447,74.503,15ZfIp0NNwIXgqLPSQlhrB,149094
You Can Make It If You Really Try,Loverground,0.831,0.538,-10.534,0.0756,0.218,0.375,0.0971,0.454,118.029,1XHqxmHiX7o9UCBdGGbG8s,262574
Tenderness,CASUAL,0.834,0.668,-10.058,0.39,0.189,1.15e-06,0.066,0.904,107.986,1LZR0cNvPyAWI2I1OsUmaw,125803
Like That!,Louie Blue,0.807,0.62,-7.095,0.235,0.0565,0.00356,0.152,0.667,109.989,3QdhKgcasPl8YHRF6NfpEG,224472
6000 Ft.,Bonobo,0.656,0.902,-9.453,0.0403,0.0793,0.871,0.0472,0.434,121.015,5VDnV2q6OrlrPsHsDZtIP1,336092
Things We Used to Do,Tyde,0.669,0.532,-11.674,0.0971,0.114,0.742,0.101,0.115,124.027,6uoNCR6IsQsmTWLfeKRRI6,292147
Moonrider,Moods,0.748,0.497,-10.282,0.19,0.0797,0.00947,0.115,0.753,95.005,2q6lW6VyB34JVlsdoVjXUk,198866
Air,Dameer,0.651,0.715,-6.257,0.073,0.0916,0.419,0.0746,0.814,107.045,53DhJswksdKKXUzUj53KOk,212520
Let Go - Acoustic,Ark Patrol,0.565,0.335,-14.304,0.038,0.649,0.0131,0.158,0.777,164.001,2CopJuKNjDge72JaADQdlv,215719
April,Em Glasser,0.708,0.323,-9.028,0.057,0.709,0.0,0.116,0.56,104.812,0GBj3jqij7Cbt5MaJqATT2,186500
Clovis,Shadeemus,0.429,0.307,-11.653,0.0839,0.953,0.00929,0.121,0.306,149.147,2vub7BJSVdI785Mt8U64dH,203625
Long Trip,Mopiano,0.644,0.496,-8.204,0.334,0.347,1.46e-05,0.108,0.35,84.968,4nCnEZdAk3cyIipFaMWrkt,161000
Dive,Alex Lustig,0.724,0.538,-5.483,0.369,0.744,0.0829,0.0738,0.372,197.877,21hQPBNOC3Kw4iWlcNgjQU,145455
Glossy1s,LAN Party,0.548,0.243,-15.007,0.0456,0.765,0.0585,0.11,0.283,101.948,6S1K6QLZkixaIYnZqWxi0R,171000
Amar Jaan,Dameer,0.399,0.634,-6.697,0.0494,0.421,5.37e-06,0.259,0.387,180.039,4TLJKqLANHpyHXWAG1fZ4K,144587
flutter,kmoe,0.557,0.451,-11.878,0.105,0.536,0.0,0.108,0.606,113.232,7Bdr6tUWYkwfP9zDV2QsDi,165806
Bushwick,Still Haze,0.741,0.461,-10.319,0.247,0.446,0.0,0.099,0.766,128.278,6jBPgJyT54prypJLaE1O60,181890
Pup Slushy,Loverground,0.854,0.549,-14.63,0.0687,0.159,0.435,0.111,0.735,116.986,5Kz880fL9TjzWRUH5AZJau,329463
Mañana,Xadi,0.62,0.451,-9.896,0.157,0.887,0.0,0.101,0.313,99.795,6Rzk7iqpQRMZALiC9yr9Zr,172108
ALL IN,LUNAKAI,0.616,0.391,-8.769,0.128,0.0539,2.35e-05,0.14,0.335,177.982,4LQsiX3iN0pMWFmloBn4GB,156564
Tennessee,Moise,0.762,0.395,-9.105,0.131,0.719,0.0,0.0951,0.4,143.9,1p3n4sKGbgwdCou1ok9ArS,167133
DUST,cln,0.774,0.541,-8.957,0.0687,0.523,0.137,0.108,0.0491,133.016,6Mr3F00kBqPZHeZSG7GY4a,166241
Another's Arms,Euan Allison,0.702,0.347,-10.38,0.0313,0.791,0.000887,0.112,0.317,117.982,3UXpvkfnn7BvLCBNU53LHa,189153
Sweet Thing,Walker,0.861,0.313,-10.551,0.0765,0.603,0.072,0.0891,0.561,88.056,5Mwv66MtQCFqTo3BUHhTFg,200455
22's,Bathe,0.536,0.675,-9.52,0.0843,0.213,0.000984,0.124,0.326,141.454,06ForWAvY6XjdmW3ggQTYX,209436
seek,53 Thieves,0.736,0.429,-10.887,0.0414,0.662,0.00379,0.0983,0.526,131.017,493vav5k6NZa9Alre82l7z,170496
Pony,Tender Games,0.608,0.469,-9.954,0.0595,0.459,0.0,0.165,0.214,136.051,5OFyy2UAdcLqFUD9WtVxog,226901
Twins,ooi,0.663,0.715,-8.866,0.0636,0.639,0.00451,0.0863,0.883,139.988,78gEVvqzkNFSUMvAkSBQi9,192875
Forever,Night Tapes,0.592,0.697,-6.681,0.0315,0.455,0.955,0.113,0.525,113.512,579zXcYm2N9vvsltW2RDJP,249969
free love,HONNE,0.708,0.68,-8.203,0.0519,0.0625,0.0,0.152,0.7,133.947,0GPJSHYaXh8rZSSJoUMgyl,209280
Secondary Handstand,ernest rareberrg,0.739,0.498,-9.269,0.0301,0.594,0.000654,0.094,0.804,119.941,0N9iBEjBfXekEMRb7iwGEy,215697
Pleasantries,Ark Patrol,0.46,0.703,-10.832,0.0377,0.346,0.789,0.324,0.0711,88.98,440WMk6krUqACSISBTonoG,240038
Computer Soup,Chris Mazuera,0.517,0.559,-8.354,0.108,0.0793,0.0482,0.532,0.852,80.686,70N943uE0v44fnQ1DDjCus,159571
Busy,Flawed Mangoes,0.678,0.597,-7.173,0.0319,0.734,0.906,0.11,0.199,139.942,4itSXBmRCtfXcifQOWsAGI,252429
Hard,Dreamer Isioma,0.676,0.554,-5.965,0.0728,0.26,4.84e-05,0.1,0.43,89.007,1gQEoPjAEEWYgkojcZAFr9,152500
150,Porij,0.602,0.306,-12.639,0.0615,0.483,0.29,0.156,0.322,69.329,03uP7dnjdG0yzNDBwDm06p,202185
Crush,weird inside,0.722,0.66,-9.169,0.0547,0.0651,0.392,0.109,0.054,99.012,1KaYr2vnWC5dsjJlqNZkYQ,187273
Sun,Dameer,0.439,0.783,-4.894,0.0644,0.0244,4.82e-06,0.158,0.726,106.949,5v870caeE9jXemD7i16dbO,197600
Green (feat. VanJess),JÁNA,0.589,0.545,-8.495,0.0649,0.517,3.91e-05,0.0908,0.111,103.904,4j2zBr3TDxQXD3zYXtvTUr,159038
Fast Car,Y.V.E. 48,0.765,0.561,-8.946,0.0361,0.0805,0.141,0.123,0.147,112.034,7Md7IzzMCu8IgbZr5AJpoX,157232
Pressure (with SG Lewis),James Vickery,0.682,0.574,-5.241,0.0519,0.0355,0.000131,0.254,0.731,93.481,04ToULF2xWTbVtfAUk6K7P,169412
Wake - Two Inch Punch Remix,Tuesday Born,0.49,0.55,-10.733,0.339,0.134,0.315,0.141,0.683,102.997,2fAFOcAmIRsMNiffw7PJLG,213723
Enough,Les Loups,0.632,0.778,-6.119,0.103,0.147,0.000481,0.205,0.739,121.964,1GvTaxb2SSJYMbmyiBi1K3,174098
Mango (Freestyle / Process),Orion Sun,0.591,0.456,-10.057,0.111,0.51,0.0575,0.123,0.254,96.47,0lnQZPp2Bxwe3vPa4MehES,290064
HIT EM WHERE IT HURTS,PawPaw Rod,0.779,0.721,-6.371,0.214,0.122,0.00252,0.0765,0.822,178.046,7888F1QWPTn4cPbuknNV4T,165499
Text Me Twice,Casper the Ghost,0.742,0.372,-14.542,0.175,0.8,0.00323,0.23,0.458,114.998,5pZFX1GswHNK69qUazVYAN,184000
No Motivation,Flawed Mangoes,0.552,0.646,-4.802,0.0646,0.232,0.559,0.0885,0.155,77.643,7I8ekwvvCq0gaxBMaxco3l,255512
Pipe Dreams,Helmut,0.682,0.217,-12.059,0.0509,0.563,0.905,0.11,0.149,94.021,18hz30OnZah0ti1LcTQEai,220893
Where are the Keys???,Blue Hawaii,0.805,0.457,-8.347,0.0615,0.000682,0.813,0.0728,0.488,121.995,3orqJC9BkzPzDrEOvpvMzH,285984
gold dust,53 Thieves,0.673,0.435,-14.09,0.0704,0.166,0.0448,0.0467,0.285,85.055,1v164PYfudygCnpDqhMahV,230118
The Color of Nothing,ford.,0.81,0.407,-12.459,0.18,0.774,0.861,0.0723,0.204,120.086,7AxFLOKzAkxhkWKXZC7WVM,233203
Lose (Remix),Tim Yello.,0.75,0.52,-12.564,0.0463,0.171,0.616,0.0995,0.0828,109.994,030R24OjHr5fNcIP7FcexX,180194
State of Resilience,Lexx,0.764,0.58,-12.445,0.0619,0.0738,0.92,0.0713,0.737,118.005,7xLmQNx6av6qi4JJSKSEK3,267463
Days,Pair of Normals,0.525,0.0705,-17.478,0.0333,0.916,0.0159,0.127,0.325,139.931,2tqyPOiYepL3QK45lvSfDy,303107
Too Much,Waterworld,0.758,0.494,-10.643,0.0353,0.218,0.215,0.106,0.411,119.999,5HQhu3JfOBgnCucx2Bgwhx,261000
Heart,IHF,0.465,0.525,-10.334,0.032,0.424,0.697,0.133,0.114,99.982,4xzCX3UOjNLdaQ039qBc3X,170400
I Used To Dream,Aleksandir,0.428,0.565,-13.711,0.0485,0.148,0.563,0.441,0.17,148.035,1fASxizDXuywMFIKNnVWec,234500
nighttime,53 Thieves,0.628,0.511,-12.772,0.206,0.46,0.000213,0.143,0.337,89.917,6RMDL9e8M6faIMCe4LOfsk,174833
Faded Curtains,Cap Kendricks,0.815,0.418,-11.637,0.0589,0.594,0.506,0.13,0.474,150.046,69zjd8uPDsJJrwim4Iuyyz,147200
Glitter,Ngaiire,0.438,0.576,-8.385,0.0581,0.193,0.0279,0.135,0.177,179.814,6nIQpNwHpinEMGrnOOHzea,226667
Goodbye,Flawed Mangoes,0.588,0.705,-4.035,0.163,0.582,0.000532,0.391,0.55,82.231,48oxMKgY7gffvQOLG0fYLZ,170545
auras,digitalluc,0.584,0.429,-10.487,0.261,0.502,0.425,0.106,0.349,79.998,1Ez7yCWkp605iw3DW3mQeP,105714
Easier,Dameer,0.728,0.648,-9.313,0.0436,0.187,0.0872,0.186,0.795,105.007,6IxTbZmauDvW9UaYWRlhBy,176535
Folding,Abimaro,0.462,0.203,-16.313,0.0355,0.975,0.113,0.102,0.437,153.716,6DO7jBbwOWkjdbC3BoLvG1,227651
Pink Purple Blues,Hether,0.588,0.427,-8.953,0.0337,0.472,0.0014,0.093,0.428,74.994,0ORndgmEcVU6IkpTsya2bY,236000
Under My Skin,Wandl,0.866,0.416,-7.458,0.0573,0.345,0.0103,0.0816,0.196,120.037,5NTTrGsTZFjEJBG7we36O4,189885
Gold,Brandon Banks,0.708,0.691,-5.894,0.0817,0.0059,1.56e-06,0.107,0.206,100.993,0TRy31cJbNFIKjnMhbp9yM,170252
southside,53 Thieves,0.812,0.626,-10.67,0.329,0.212,0.000119,0.176,0.354,102.052,46JqXZXv89HG8ibQsMNg7n,199412
Boom,Ngaiire,0.497,0.555,-8.035,0.126,0.705,3.68e-05,0.126,0.453,84.278,3hJq4pLEbuxGXTSP2ZBTqV,262576
S'en aller,Swing,0.814,0.422,-8.697,0.0489,0.606,0.00405,0.139,0.378,124.998,5Ea38RCmV570c6Sj4EUqIq,264080
Look Easy (feat. Lucky Daye),KAYTRANADA,0.718,0.637,-9.962,0.168,0.00828,0.0071,0.227,0.487,108.023,3wmq8aB8nMvFbQx3bhjEpg,165219
More Than Enough - Preditah Remix,Alina Baraz,0.399,0.465,-13.466,0.137,0.243,0.000399,0.106,0.326,169.268,37xbi67BRXRx9ky8ApM13t,182326
Black Dog,Arlo Parks,0.673,0.555,-8.025,0.035,0.688,0.00739,0.109,0.398,86.376,1NGPZKzplieiPc5g6lAJ49,225454
November,Euan Allison,0.863,0.383,-8.818,0.0424,0.37,9.15e-05,0.131,0.373,135.915,2viuoc4evfTKV0Z6gsiJw6,159026
Better Off,Bathe,0.579,0.612,-8.446,0.132,0.0507,6.54e-05,0.214,0.418,77.461,0TfKYTDaY6jSHFeVvyHKEc,198515
Cloud,Berel,0.622,0.518,-9.035,0.0924,0.832,0.0123,0.134,0.452,152.097,1Fw0oY0ToNIntBqOytpHPQ,178968
Selfish,UNCOMMENN,0.824,0.43,-12.516,0.109,0.632,0.586,0.111,0.328,105.059,6DWba3dHBJzBFqYAoTiSXg,136680
feel away (feat. James Blake & Mount Kimbie),slowthai,0.638,0.537,-9.001,0.0344,0.69,0.176,0.174,0.351,79.992,20wMPnqHdNdBWaKRaMM7fD,203572
BLEACH IN MY HUMIDIFIER,sakehands,0.535,0.284,-13.106,0.17,0.709,0.000134,0.0707,0.369,88.888,6gerTWjHsJSKFV2BU63JZ9,191643
Believe,Dameer,0.581,0.906,-5.01,0.0412,0.0522,0.000151,0.234,0.885,140.019,1KPobAzc2nf0Tnx5wZMYhX,157627
Undeniable,Nakala,0.747,0.416,-8.917,0.0706,0.659,1.33e-05,0.0991,0.165,104.053,58fmZxMt8knfxMvLlw4MHF,221538
LUCK,sakehands,0.5,0.261,-11.496,0.0431,0.761,0.0,0.115,0.174,108.905,2maDqkntn2ZDNXnJEYqLcG,171322
Lose My Mind (with ford.),EYUKALIPTUS,0.641,0.541,-6.407,0.0339,0.722,0.588,0.141,0.134,127.236,0P0v7ftRFQMf0JJR5KVLMf,171562
Untitled 6,420,0.681,0.318,-22.092,0.0521,0.95,0.941,0.107,0.81,128.962,1ICImk51ehekbbs2hUHItE,260058
Franchise,RHEYA,0.594,0.592,-11.847,0.027,0.0804,0.777,0.232,0.6,107.008,5wKd1Zq2HYs5BnQZDcKI2d,221495
July in Highland Park,Paul Grant,0.71,0.3,-11.459,0.0657,0.811,0.938,0.114,0.133,91.081,0SNlKFCncUFoX2zgRlUp3A,174066
Wildflower,Only Emily,0.73,0.556,-10.565,0.0836,0.395,0.617,0.13,0.407,119.941,525muhPHktund0e6sy9IeL,244250
don't be so hard on yourself,dj poolboi,0.717,0.52,-9.393,0.0361,0.101,0.941,0.0732,0.178,100.009,0j69d3zENO7ZVjplwetmQp,145000
4UBOY,LAN Party,0.359,0.122,-15.724,0.03,0.958,0.615,0.072,0.121,95.858,7h0KB7HeWCo2DjzvQUYlxf,113000
What You Want,glue70,0.882,0.47,-11.464,0.268,0.13,0.647,0.0859,0.374,120.033,4SvPZI03JC4Cg3hz4oApj5,225000
Why? - DJ Seinfeld Remix,Model Man,0.541,0.886,-6.817,0.0588,0.0234,0.78,0.14,0.0942,119.043,0kv2YJeTiP2CNmiT2pzPlY,260750
The Other Day,Foliage,0.65,0.71,-9.346,0.0578,0.143,0.0438,0.137,0.868,145.019,1yIVmQiiFoeTaWE76RvpyY,168621
Mellow Mornings,Shopan,0.768,0.337,-9.455,0.171,0.392,0.82,0.0758,0.918,81.011,4jpLgBXrdRR30mJwQ7P9Az,154815
Shy Wind,Fully Bold,0.834,0.307,-10.784,0.0597,0.798,0.934,0.103,0.0665,123.971,6lTc8RvYjtlkceVsLIV4aU,157996
Recrd,EYUKALIPTUS,0.692,0.419,-12.613,0.338,0.534,0.0101,0.382,0.561,64.879,2fHRnA4qnuZzUyaKwF5dJ4,155077
The Difference,Flume,0.56,0.865,-1.148,0.0909,0.255,0.000153,0.083,0.424,159.96,4nlvKIIetOWGIMyhjQXgOZ,139663
Live Like We’re Dancing (with Georgia),Mura Masa,0.769,0.766,-5.697,0.0307,0.0899,0.483,0.0868,0.435,120.023,1A58KC4dEQM53muqpaZoOT,249933
Risk,FKJ,0.761,0.359,-12.326,0.0703,0.957,0.000143,0.147,0.505,103.069,0sW9jZgbLiWxqdFagmZ9fM,238835
Promethium - 2049 Version,midnight,0.696,0.55,-5.802,0.0556,0.169,0.119,0.0772,0.107,107.985,49fPFs7OHQ5NgTqf8cswdu,186667
it's alright now,dj poolboi,0.648,0.488,-13.771,0.036,0.289,0.906,0.401,0.106,104.969,5bJ6CJwogY85fStuTJdmi7,160000
Fauvette,Charlie,0.676,0.572,-10.557,0.0405,0.0449,0.863,0.0979,0.0398,149.997,2Izq60CzZDzSlqdUdGsZlD,117600
like we were the last two people on earth,dj poolboi,0.717,0.329,-12.742,0.0906,0.765,0.925,0.0978,0.0647,119.973,6Xg2AjBM9IUSPwojhCP77e,275000
what you do to me,53 Thieves,0.677,0.44,-5.379,0.143,0.558,0.00195,0.116,0.295,86.05,2GhxLGEBrIjMFv5yDD1dEi,203765
blissful,miƶu,0.709,0.76,-5.734,0.0408,0.147,0.891,0.507,0.656,124.027,40tseu8dTJ7f2aAieF0LXX,286936
Work,Foxen,0.624,0.508,-3.748,0.224,0.244,0.872,0.395,0.347,95.283,5nIAEnPy07UOs72COO9Imt,149053
Tray Landscapes,Edamame,0.679,0.443,-14.776,0.0395,0.641,0.929,0.11,0.196,120.001,59GMGNyzEuemfaEJE4jYZd,231995
Contrails,Xeuphoria,0.823,0.483,-10.05,0.0422,0.946,0.911,0.108,0.231,124.996,5ZY6lM7YmyaK80R7Ucvy6x,150679
highoff,Kasim Rizvi,0.783,0.488,-10.432,0.454,0.42,0.49,0.237,0.689,127.021,1QmicXaXm72Ok6wgnkZ2Y8,103714
Like We Used To,MKSTN,0.719,0.47,-10.546,0.0445,0.34,0.865,0.421,0.403,115.034,0Hh84pTrYZ3tKM8YgKipEV,232696
DLMD,Stevedreez,0.668,0.327,-9.466,0.0321,0.313,0.048,0.111,0.419,146.797,3cApZsOjkPnDRZzJGGCZNI,160846
2AM (feat. Katoptris),Kreon,0.889,0.377,-11.154,0.219,0.416,0.00441,0.0955,0.149,115.141,169XEnDialdloLoPC02HTm,159587
lake shore drive,Mr. Hong,0.737,0.124,-20.754,0.05,0.724,0.769,0.147,0.396,119.987,45sh5kpuniBRyiwL9jY5uU,160000
No Holding Back (feat. Shibo),goldenair,0.882,0.287,-8.863,0.0917,0.48,0.895,0.109,0.592,98.235,4wThRiR7TgBXAofMuejTQZ,236096
Adrift,Nick Wolf,0.769,0.274,-12.966,0.153,0.81,0.556,0.0913,0.561,80.049,0GiOQXevZc3V8AgFxzp2YJ,135000
Isiah,Dream Web,0.758,0.162,-18.273,0.0817,0.971,0.93,0.0873,0.758,131.952,4gvMukwB7duTnNiZCEojuc,158273
Exhale,Noji,0.622,0.117,-21.892,0.0879,0.804,0.801,0.091,0.0582,171.941,4kbjW7PdqSvKwKhe9NBVuD,134651
Phantasm,Myríad,0.612,0.211,-14.876,0.0403,0.87,0.913,0.106,0.247,77.93,15unfwTKE0nDxZw6ku6X1k,123077
Morning bun,Parelo,0.617,0.149,-21.752,0.0378,0.961,0.942,0.104,0.331,133.895,6BInjkeYCIvWZNZPynJgmS,114240
Intention,Redmatic レド,0.594,0.213,-17.924,0.0581,0.945,0.907,0.125,0.138,144.167,6NC6GH3zmJN9shNBMkvwNg,120417
Moody Her,Yoki Toy,0.77,0.0387,-24.976,0.0819,0.969,0.747,0.265,0.441,89.963,7ywoimEb7KMv7gmLQ2xo7O,141333
Bring Me Back Home,Some Guy I Know,0.566,0.216,-16.441,0.064,0.911,0.962,0.0994,0.0538,160.211,4glCiMR5agMNxQGZdhdZfw,96000
chill,Celestial Alignment,0.844,0.225,-20.798,0.278,0.891,0.791,0.0953,0.749,80.079,7vaNtfvQkaG9NSic2rhrH3,58066
Sudden Life,Kenzo Hill,0.663,0.0251,-29.915,0.0292,0.937,0.884,0.0803,0.0822,77.009,7LpiKAJpwzbVqPNBhincPD,137143
nirwana,halfpastseven,0.653,0.204,-20.081,0.061,0.935,0.947,0.109,0.127,139.929,7Iu0d7ORgRU1CcDymzVPck,137288
channel vibe,Max Kellen,0.604,0.0593,-17.372,0.0443,0.949,0.926,0.104,0.0807,132.179,48rD1oCPeNhKNmmk9M02jL,130328
Double Space X,Filippinoboh,0.886,0.137,-13.074,0.109,0.923,0.865,0.121,0.565,140.004,6sN8hNfLvBLGPr7leeL9tR,110152
play it,B.O Mitz,0.69,0.122,-14.568,0.0597,0.899,0.932,0.099,0.317,146.082,78WfketyVicKm5FjIUlnjU,152339
Shingo,The Graph,0.921,0.287,-10.859,0.137,0.805,0.84,0.104,0.679,132.181,3YegC72pbwviu6fy5zbPh3,166336
Orpheus,Whilst,0.58,0.291,-11.605,0.0373,0.906,0.924,0.118,0.264,90.037,1T4FNr8eF3p4iVaHrjBGho,168000
Veraneo,Senoidal,0.82,0.169,-18.35,0.0496,0.981,0.954,0.0813,0.497,142.052,4cAZWQZLlDXoHGYkTNMt4i,179155
Urban Summer,Alkis Siokis,0.512,0.106,-22.903,0.0324,0.912,0.912,0.128,0.145,159.993,1Km3xwYKto5U2xdsPv8HTc,162000
Pisa,Tuva Sersh,0.621,0.387,-8.419,0.0309,0.881,0.736,0.1,0.328,75.007,46atmNl6nPzZuj6qAzBgpi,145600
Pathways,Slowdown,0.529,0.232,-12.981,0.0324,0.906,0.897,0.0893,0.276,171.888,7Bha2btgoPHzSwWwyzcTI8,118221
Low-Key Into You,Benjamin August,0.815,0.238,-12.013,0.0748,0.695,0.95,0.127,0.287,139.967,2z4t24jysAzffGRI99idTW,140571
hello,werklig,0.61,0.143,-17.467,0.107,0.899,0.886,0.123,0.451,87.018,7McehAjzhS8bEprBvY9KDJ,118621
Sundets,Kanbina Mind,0.647,0.0895,-24.059,0.0451,0.933,0.929,0.107,0.0396,72.979,1s8KFO2b6qhK94kzCc375G,122055
Snooze,Katashi Kaitō,0.693,0.259,-14.798,0.0915,0.289,0.706,0.117,0.63,74.987,2J3SlUak8rUmbqQKLhVsrx,115264
Night Light,Austeria,0.724,0.229,-12.269,0.0579,0.876,0.919,0.106,0.038,136.035,2U6vFampiXQZtmOhNXz7dp,129882
Alone In Town,Gereoux,0.766,0.124,-21.507,0.0495,0.726,0.947,0.077,0.165,75.013,3YSMxn9PMuLn25EXyBplpd,153608
Lickity Strings,Brutax,0.764,0.25,-15.282,0.0557,0.782,0.86,0.101,0.113,119.941,5DgGR97f1mJVghYHiRIrpT,128000
Triplets,Oboe.,0.437,0.171,-12.276,0.0746,0.127,0.692,0.102,0.149,166.817,4KriQ58YghAOfx7ZnI5O2i,135000
Empty Hallways,Luna Rossa,0.804,0.136,-17.155,0.063,0.909,0.897,0.118,0.0568,128.028,7Glvm1A5eVOTgrKhkuJPG9,146438
foggy afternoons,hope mona,0.696,0.141,-23.131,0.0628,0.847,0.885,0.098,0.148,110.025,29aEQCuc0s6E0kcFreV46L,122182
Slow and Steady,Ramsey Road,0.678,0.442,-8.376,0.0389,0.626,0.91,0.136,0.391,146.011,2ygBMXjdbHL5hmYGznpoLp,139726
Pulse,Enter Etherial,0.531,0.277,-17.31,0.0334,0.896,0.905,0.0851,0.206,147.994,1QpkRFytAoWxnfMrHegiLn,121622
l u s h,caesar torro,0.885,0.329,-14.793,0.262,0.934,0.884,0.133,0.576,147.037,4vkHWjfEG7l5gH72po5X6u,136085
Soul Searching,Midnight Hour,0.66,0.143,-16.696,0.0346,0.95,0.922,0.108,0.176,155.961,2T3as8riJfzUaLFhijPCkq,106154
Midnight Drive,Dream Phobia,0.606,0.124,-20.1,0.106,0.915,0.942,0.0943,0.066,77.979,4As7GSrNZ9KdczyqSP3asZ,123846
Beats And Beans,Jamie Von Chill,0.596,0.0701,-15.225,0.0365,0.757,0.818,0.119,0.167,60.009,0u4KFxbNWmwT7FIEtB0R8Q,145500
perception,cloudi,0.633,0.12,-14.541,0.132,0.0339,0.898,0.1,0.834,149.545,6fVMTxRuHpBL5TwL71HL6R,85926
Be Great,Moodyears,0.732,0.229,-16.58,0.0544,0.666,0.288,0.13,0.0338,91.011,4N9h6vHzovo7YvInYRxgqt,129882
Virtue,Criminal Plants,0.756,0.0859,-16.456,0.076,0.569,0.9,0.0933,0.2,80.028,2dIc4fWog46D4dtdtmlaox,211209
overcast,Sophia Lopez,0.611,0.0581,-26.075,0.0441,0.837,0.51,0.0944,0.122,74.0,5HhaJtn3ilA7rjQHctEI1y,120000
Tadar,Damien Seul,0.682,0.154,-14.511,0.145,0.935,0.937,0.0993,0.0397,79.998,3bbzTSD6TSfjbn6kiWOogR,109500
saffron,halfv,0.574,0.341,-12.128,0.0468,0.901,0.932,0.128,0.579,150.033,1rac3Jn0FNPe9VknXZDWZk,77400
Resistance,Le Giles,0.503,0.223,-18.86,0.0332,0.919,0.96,0.119,0.12,73.972,0EPGaVpdeFYEEWm77ynjwL,121358
Foley,Luigi Valentino,0.448,0.132,-17.6,0.0952,0.969,0.928,0.101,0.107,78.704,3zF7rEUNOekwcFdspyZ2by,96000
Flora,Ricardo Schneider,0.723,0.333,-12.826,0.0504,0.869,0.949,0.113,0.103,140.048,0sOSilCF5RocChd0YCh5cm,155500
