song_name,song_artist,id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Better Days (And the Bottom Drops Out),Citizen King,460Wn6Dq2uMviG5nPXtPnb,0.758,0.896,-3.311,0.0501,0.173,3.18e-05,0.136,0.797,94.911,207027
Mr. Brightside,The Killers,003vvx7Niy0yvhvHt4a68B,0.352,0.911,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973
Hey Leonardo (She Likes Me for Me),Blessid Union Of Souls,34c09e1nnPqjQ48TKZvSnt,0.637,0.846,-3.663,0.0346,0.0437,0.0,0.105,0.634,103.119,208493
She's so Mean,Matchbox Twenty,5MLsEt3BJGlCLrSWYA1ybG,0.672,0.875,-3.728,0.0378,0.0136,0.0,0.279,0.676,118.014,232320
Show Me What I'm Looking For,Carolina Liar,2h8iXIwEdEnQywhFC4q5e5,0.449,0.864,-1.159,0.0378,0.0133,1.31e-06,0.0984,0.355,105.121,240467
Wake Me up When September Ends,Green Day,3ZffCQKLFLUvYM59XKLbVm,0.546,0.814,-5.146,0.0314,0.023,0.0,0.0972,0.146,104.98,285653
Halfway Gone,Lifehouse,7rojor07Wzc7w3zXOxex80,0.543,0.919,-4.831,0.0415,0.000441,0.0,0.238,0.498,125.017,195307
Follow You Down - Edit,Gin Blossoms,5f2wSctNJlAOUAaRxQAcoM,0.49,0.883,-8.736,0.0423,0.0121,0.0,0.0635,0.684,155.832,227707
Real World,Matchbox Twenty,70fe354BpVKEvMY0de78YO,0.504,0.761,-5.446,0.0437,0.00628,0.0,0.0892,0.884,117.999,231693
All For You,Sister Hazel,2skmOCFU64Bg7Ytkgwliwe,0.633,0.754,-6.495,0.0382,0.0316,2.27e-05,0.091,0.641,137.047,218707
One Last Breath,Creed,42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,-5.83,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240
If You're Gone,Matchbox Twenty,2f5N826udWfjT9iomeaBJt,0.544,0.659,-7.191,0.0298,0.427,1.33e-06,0.126,0.361,109.933,274933
Breakfast At Tiffany's,Deep Blue Something,1uzWOoJdADfstQuFtQFTUn,0.622,0.829,-5.548,0.029,0.11,0.0,0.0954,0.539,110.367,257373
My Own Worst Enemy,Lit,33iv3wnGMrrDugd7GBso1z,0.494,0.946,-2.757,0.0637,0.00129,0.0,0.398,0.741,103.408,169027
Roll To Me,Del Amitri,7LF0YY1gON8rBECsyEs0Wb,0.567,0.821,-5.894,0.0371,0.418,0.0,0.108,0.895,150.106,132307
Just the Girl,The Click Five,1JURww012QnWAw0zZXi6Aa,0.571,0.89,-1.6,0.0395,0.00509,0.0,0.0769,0.751,110.958,234147
Falling In,Lifehouse,1SphYpzegC5wg8RV5kYkVv,0.653,0.849,-5.071,0.0283,0.000678,0.0,0.0895,0.493,122.74,226280
Whatever It Takes,Lifehouse,3nzL5CIQiCEt6jRt1AlQ9d,0.439,0.874,-4.165,0.0299,0.00571,0.0,0.176,0.527,150.036,207240
"Hey, Soul Sister",Train,4HlFJV71xXKIGcU3kRyttv,0.673,0.886,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012,216773
You're a God,Vertical Horizon,758wp6xs3ADdgIwdeHoXmX,0.649,0.852,-6.519,0.0307,0.00119,3.32e-05,0.0937,0.288,96.653,218760
Use Somebody,Kings of Leon,5VGlqQANWDKJFl0MBG3sg2,0.276,0.715,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028,230760
Wherever You Will Go,The Calling,2n6FX3Jcg4b4Leoz0GOqBF,0.555,0.717,-5.114,0.0269,0.0414,0.0,0.116,0.374,112.03,208507
The Man Who Can't Be Moved,The Script,3nqqDo8CcCLke3ZoTgiOKf,0.605,0.629,-5.051,0.0279,0.437,0.0,0.097,0.308,99.894,241373
She Will Be Loved - Radio Mix,Maroon 5,4llK75pXNWZz6KAho2Gp16,0.651,0.663,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0,259453
How to Save a Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,-4.08,0.0379,0.269,0.0,0.101,0.361,122.035,262533
You Found Me,The Fray,4IoYz8XqqdowINzfRrFnhi,0.338,0.803,-5.412,0.0413,0.0187,0.0,0.136,0.4,151.994,241853
Hanging By A Moment,Lifehouse,6jWLyg8AuMQ9LtIB2UlfOF,0.537,0.858,-4.903,0.0349,0.000966,0.0,0.0812,0.502,124.599,216360
Breakeven,The Script,38xWaVFKaxZlMFvzNff2aW,0.627,0.699,-4.504,0.0244,0.174,0.0,0.0789,0.535,94.003,261427
Chasing Cars,Snow Patrol,5hnyJvgoWiQUYZttV4wXy6,0.56,0.595,-4.53,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960
Over My Head (Cable Car),The Fray,1N62wozuHCvczCkY4QidpP,0.592,0.729,-4.156,0.0448,0.022,0.0,0.0653,0.709,116.03,236267
Sunday Morning,Maroon 5,5qII2n90lVdPDcgXEEVHNy,0.608,0.768,-5.227,0.0475,0.0913,0.0,0.0629,0.809,88.059,244880
Unwell - 2007 Remaster,Matchbox Twenty,66s45uMhk7Y4z0xUgESdm3,0.442,0.793,-5.152,0.0347,0.0456,0.0,0.328,0.437,80.985,237267
Drops of Jupiter (Tell Me),Train,2hKdd3qO7cWr2Jo0Bcs0MA,0.481,0.638,-5.862,0.0276,0.153,0.0,0.154,0.497,79.064,259933
How Far We've Come,Matchbox Twenty,1EHh1fC9FCKw31wotfXx7L,0.566,0.905,-5.093,0.0646,0.0045,0.0,0.21,0.792,83.0,212253
The Beach Is For Lovers (Not Lonely Losers),Neck Deep,4wRKFbkngdGU2p3ItDGr2A,0.501,0.926,-3.842,0.0814,0.000129,0.0542,0.142,0.529,100.092,184747
Fall Apart,Every Avenue,1pK8itCVhSeIR6cjYrnAZ1,0.386,0.798,-6.304,0.0371,0.000106,0.0,0.269,0.609,166.013,200160
Shy Guys,Seaway,3ci8eUJjESXHJFJQHAjl4x,0.543,0.978,-2.595,0.077,6.36e-05,0.0,0.257,0.552,127.942,197400
Bodybag,Hit The Lights,4iplm64dNcvu82IbBOqSnX,0.567,0.94,-3.155,0.094,0.0312,0.0,0.411,0.559,116.523,189253
Drop the Girl,Hit The Lights,4ZDMUxVNA7UPc6lJyzxwSF,0.454,0.938,-3.562,0.0902,0.00198,0.0,0.342,0.74,146.924,200987
Upside Down,The Story So Far,4ZiAnGIZFFUybp0NZXIYEG,0.531,0.768,-5.64,0.0287,0.00336,2.71e-06,0.163,0.329,105.974,231349
Pretty Little Distance,AS IT IS,0zKaf85DY23dAXYoMfGkYt,0.508,0.886,-3.956,0.0698,0.000243,2.1e-06,0.467,0.339,135.011,191813
Painkiller Weather,Grayscale,6R8yb1HLlYqiNA2qDmRT5D,0.52,0.961,-3.756,0.0661,0.0117,0.0,0.515,0.377,103.013,176240
One Little Lie,Simple Creatures,4y8NnGih7SRWSf7kDMeEqK,0.51,0.885,-5.616,0.0428,0.028,0.0,0.186,0.684,165.025,195258
Growing on You,The Story So Far,2y1ENs38RfJfMvFrBOBJn0,0.535,0.737,-7.418,0.0302,0.022,0.0,0.117,0.384,130.004,196934
The Sound,The 1975,7h6lpVuSGPW6RNjDXKpYDh,0.648,0.936,-4.745,0.0762,0.085,6.93e-06,0.482,0.566,120.708,248880
UGH!,The 1975,2T4oNTmPYTZTdIzeFdNNez,0.724,0.703,-4.049,0.171,0.228,0.0,0.0852,0.866,99.629,180026
Chocolate,The 1975,4WiiRw2PHMNQE0ad6y6GdD,0.614,0.938,-4.461,0.0611,0.000532,0.0,0.368,0.607,100.058,224674
Girls,The 1975,5WSdMcWTKRdN1QYVJHJWxz,0.657,0.913,-4.984,0.0528,0.00392,0.00149,0.466,0.906,108.036,254620
Sex,The 1975,67ispalOAo3jnZWYSTTfZk,0.408,0.974,-4.139,0.126,1.31e-05,4.86e-05,0.526,0.173,148.298,207002
The City,The 1975,4aL0a88FhLISWmvanzprnA,0.481,0.963,-4.879,0.0906,9.6e-05,0.000745,0.105,0.622,95.015,206882
A Change Of Heart,The 1975,49clMzwHdKb5f0awEH99pg,0.736,0.502,-7.465,0.0242,0.223,0.0105,0.0843,0.533,105.003,283840
Robbers,The 1975,73jVPicY2G9YHmzgjk69ae,0.621,0.692,-6.858,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,254510
Somebody Else,The 1975,4m0q0xQ2BNl9SCAGKyfiGZ,0.618,0.793,-5.711,0.0601,0.204,0.0154,0.126,0.459,101.015,347526
She Way Out,The 1975,562oeuAN5GH85iE7FQVKSB,0.62,0.851,-4.747,0.0352,0.00421,0.0,0.104,0.235,116.984,239252
TOOTIMETOOTIMETOOTIME,The 1975,33DzKnwuBE6lfOiADwzd5E,0.667,0.824,-5.867,0.0665,0.177,0.0152,0.0933,0.518,114.998,207851
Love It If We Made It,The 1975,6WmIyn2fx1PKQ0XDpYj4VR,0.472,0.745,-5.297,0.0356,0.000607,2.74e-05,0.0957,0.0631,180.06,252926
Give Yourself A Try,The 1975,4rmIfFUZhhi9sS5IYtpkXw,0.334,0.786,-5.002,0.0592,3.17e-05,0.0,0.517,0.901,182.933,196589
Milk,The 1975,0fzqnqxwSh5Bmq8sY9tFb9,0.435,0.981,-5.448,0.272,0.00518,0.0664,0.32,0.13,143.073,132547
M.O.N.E.Y.,The 1975,5C4GxfSRQnJDVkiqvJ58dB,0.422,0.658,-8.197,0.0728,0.0915,8.17e-05,0.115,0.619,114.25,216563
Settle Down,The 1975,5CgihnZO9To8wj7ALOoTPD,0.597,0.952,-5.293,0.051,0.00301,8.7e-05,0.789,0.841,107.117,239893
Sincerity Is Scary,The 1975,6HguG9HRb1Ke1bhihfE4m8,0.664,0.524,-5.178,0.0283,0.0495,8.18e-06,0.075,0.475,91.027,225956
It's Not Living (If It's Not With You),The 1975,3TgMcrV32NUKjEG2ujn9eh,0.618,0.837,-5.338,0.0304,0.000254,0.000378,0.0618,0.526,121.227,248336
She's American,The 1975,5aV4HUW9RFOB0aXq0Ud9s0,0.639,0.859,-3.923,0.0554,0.18,0.000499,0.0798,0.523,115.97,270104
Be My Mistake,The 1975,18UsAG7SfOQ5sxJEdjAMH0,0.572,0.155,-14.405,0.0344,0.835,0.000137,0.0906,0.0949,109.923,256689
I Like America & America Likes Me,The 1975,1RHuBRoACkLRo2vjGqFCwf,0.444,0.669,-6.23,0.0432,0.0368,0.0,0.109,0.0731,137.977,206756
Inside Your Mind,The 1975,0bXxKkYJNxOqHjeOrYanvS,0.161,0.437,-8.869,0.0355,0.349,0.000677,0.13,0.32,80.699,230998
I Always Wanna Die (Sometimes),The 1975,7iPlcFvOMOzt6v0QvcAueZ,0.376,0.473,-5.636,0.0325,0.00527,0.00162,0.123,0.0398,148.835,314663
Love Me,The 1975,2HklyUw3TR56nVyVJAIhw5,0.633,0.8,-3.308,0.0357,0.00689,4.51e-05,0.609,0.909,97.021,222039
People,The 1975,39sJbSgJmIrB9J1pkRbpaX,0.492,0.926,-5.257,0.188,3.74e-05,0.0187,0.475,0.479,149.957,160008
Narcissist (feat. The 1975),No Rome,4qjLvvBh5ZeKEPyShKRf06,0.543,0.682,-5.81,0.113,0.218,1.53e-06,0.085,0.424,179.969,195502
Anthem,zebrahead,5vB0cxSvzXuVh15EDD0Cej,0.378,0.985,-3.86,0.262,0.00827,0.0,0.534,0.41,193.035,213133
Rude,MAGIC!,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,224840
Do Or Die,Forever The Sickest Kids,4hvaCaBAxm7Nm3S7vw69jT,0.502,0.941,-3.398,0.0712,0.00369,1.21e-06,0.141,0.422,146.998,197440
Hip Hop Chick,Forever The Sickest Kids,6XyM6lfK4OrFT9ax9FabVD,0.525,0.93,-2.832,0.0897,0.00666,0.0,0.0648,0.757,172.937,168040
Take It Slow,Forever The Sickest Kids,6MQIvbjn8Gyr7B7ebvaCEk,0.383,0.982,-2.276,0.123,0.0149,0.0,0.0818,0.538,200.01,165587
Real World,State Champs,0it1N64W6rvkZrAOh8zvdS,0.553,0.881,-6.033,0.0613,0.000123,7.69e-05,0.0938,0.808,119.977,228420
Interrobang,Bayside,1YNXOi1xBevqOh3szpJkyz,0.519,0.911,-5.78,0.0798,0.000266,0.000925,0.164,0.353,132.02,264107
Hate Me (Sometimes),Stand Atlantic,69Y6dB1U7AZ0FfDdzol6ir,0.573,0.878,-3.497,0.0571,0.00171,0.0,0.0686,0.534,131.915,233454
Lost and Found,"Oh, Weatherly",10O05rI5vsnsgQiTrcuXME,0.429,0.98,-3.127,0.161,0.000552,0.0,0.348,0.35,160.091,267880
High Hopes,Yours Truly,2DmNhvPUecofT7Zu7DJxS1,0.443,0.959,-4.102,0.0932,9.72e-05,9.14e-06,0.351,0.669,164.996,231400
First World Tragedy,Sunrise Skater Kids,0sRmbU8iHEoWEOYIEWtKVR,0.395,0.971,-2.628,0.0836,0.00103,5.4e-05,0.263,0.37,179.9,300022
Growing Pains,Neck Deep,4mBCXW0d8WJ5KOVjbdWVni,0.456,0.955,-4.843,0.0815,0.000161,0.0293,0.419,0.412,155.023,176692
Empty Space,The Story So Far,7qTYjaaLpEOQzrgqtQ3py2,0.493,0.931,-3.651,0.0478,5.27e-05,0.0,0.272,0.593,104.52,149937
Dial Tones,AS IT IS,64WtHwNC5X0VzGfzA0IES3,0.562,0.905,-4.759,0.0335,0.00624,0.0,0.194,0.606,92.509,199679
Lost My Cool,Stand Atlantic,2Slr3YbWwRB4cHJtEK0INO,0.471,0.849,-3.618,0.0299,0.00308,9.26e-06,0.0723,0.628,120.592,205213
Breaking & Entering,Tonight Alive,5KRhqtPRJQDaSGfm8Jh6v2,0.445,0.871,-5.304,0.0467,0.0123,0.0,0.124,0.726,175.01,212600
Take Me as You Please,The Story So Far,5JCD9hxovnHVF72WXt7App,0.478,0.61,-5.945,0.0277,0.00131,0.0,0.211,0.504,149.993,222869
Tooth & Nail,Long Story Short,1vd3Sv8XcqrRIsGCVTF3KN,0.368,0.972,-6.99,0.104,4.86e-06,0.0231,0.322,0.271,157.031,234009
Supernova Sunrise,We Are Leo,7vDCmRKk5khXEOxSUBDpWt,0.528,0.886,-6.033,0.0451,0.00238,0.0083,0.0896,0.66,142.007,199533
Too Much To Think,311,2PGaYCles9SXXCjYOcjyfk,0.583,0.9,-6.085,0.0458,0.0319,3.84e-06,0.151,0.867,147.01,234451
Wildfire,311,5ZOs5fL2BSy8SUQrkKUihD,0.533,0.936,-6.209,0.12,0.0134,5.47e-06,0.346,0.558,174.027,328080
The Night Is Young,311,113nuqvsay2EBzbEHfTwFN,0.57,0.931,-6.761,0.0558,0.0683,1.91e-05,0.121,0.731,140.068,228693
Island Sun,311,7nIfaQmzvNiyGmFwcmLQNV,0.623,0.775,-6.983,0.0319,0.0374,0.0,0.278,0.849,150.15,180427
'Til the City's On Fire,311,6nFN8XceKhxfJeSzhptUVA,0.637,0.795,-6.933,0.0735,0.0456,0.0,0.248,0.522,91.524,176907
Perfect Mistake,311,08PvXG03fRNHfqAau4MEn0,0.487,0.915,-6.875,0.155,0.0014,0.0,0.42,0.516,170.029,190880
Love Song,311,3mtukCAgd0mE260QcBfXAX,0.625,0.686,-8.337,0.0309,0.0154,0.0499,0.0932,0.556,139.817,211693
Good Feeling,311,1JQr89uc6xVkIwfS09ct8K,0.687,0.898,-3.926,0.0464,0.00127,0.000444,0.0743,0.436,100.014,203913
Flowing,311,7eoWEwVUJAIr9CjK9UZNsj,0.548,0.945,-4.991,0.0407,0.0029,0.0,0.303,0.183,126.126,190907
Homebrew,311,4Uq5TL72LsfsbThygdCHyT,0.659,0.896,-9.509,0.101,0.00804,0.0,0.149,0.515,101.582,184000
Don't Stay Home,311,4dstbDKQJgRpxEe5daxCMC,0.647,0.825,-6.939,0.0492,0.0101,0.0,0.101,0.936,108.988,163400
Beyond the Gray Sky,311,00el7LN3MxDICToBM9d27g,0.806,0.386,-9.567,0.0402,0.00731,0.000128,0.0894,0.523,120.332,256733
Rub a Dub,311,5EOGvfbwZB7xuw6HwRXsLD,0.772,0.596,-8.605,0.031,0.147,0.00946,0.356,0.697,92.214,160667
Friday Afternoon,311,6OmB4CMbhV1N2lGrbjokPN,0.459,0.447,-13.756,0.0311,0.0726,0.0599,0.108,0.378,108.957,252159
Time Bomb,311,4GSrFmggOGZDrd0aBC0r9a,0.595,0.922,-7.134,0.0633,0.165,0.0,0.0555,0.903,179.784,196920
Feels So Good,311,0hMfJQJjAF71yHqbgKIpHY,0.775,0.938,-6.64,0.0607,0.00216,0.000113,0.0391,0.674,118.002,202773
Speak Easy,311,69lHxfx9zykMoHFBp7b22x,0.624,0.867,-6.761,0.0687,0.0174,1.25e-05,0.0806,0.591,174.603,206747
Two Drops In The Ocean,311,66FYmIiiQeybfECuFfa4vv,0.56,0.719,-6.333,0.0302,0.144,0.0,0.136,0.657,161.987,227333
Applied Science,311,0Cl0kby8Npj0qPB220p1Uw,0.739,0.896,-7.335,0.0709,0.0152,0.0,0.386,0.664,98.039,164400
Five of Everything,311,0sZZiB9CcmiSaPtcJsGokM,0.642,0.815,-8.314,0.0503,0.0293,1.53e-06,0.238,0.894,98.946,231819
Creatures (For a While),311,1Rvm8wRyASUHqLavdz53Ri,0.519,0.894,-7.074,0.0676,0.00205,0.0,0.15,0.686,190.592,264493
Don't Tread On Me,311,462Gn5aIbAFpn2acXZ0a67,0.576,0.918,-6.41,0.0729,4.24e-05,0.0026,0.116,0.675,176.538,186893
Sunset in July,311,0DaXPLskMeTu01eqx7Di1i,0.502,0.846,-7.263,0.0577,0.0326,0.0,0.26,0.69,174.884,236413
All Mixed Up,311,18ZOH3KKu5Elt5ysocFyX4,0.76,0.702,-9.404,0.0716,0.0104,0.0,0.38,0.659,92.324,179600
Beautiful Disaster,311,0LtsuNRz3IMRrHCYO9fKRk,0.576,0.738,-8.122,0.0353,0.000387,0.00131,0.13,0.675,168.132,238400
It's Over When It's Over,Falling In Reverse,3Wn52FjoUJClQOXwKePPp3,0.561,0.984,-2.626,0.0636,0.0536,0.0,0.176,0.584,146.036,233967
The Westerner,Falling In Reverse,5LxxGTHz9hiX7Sy9Cs15fD,0.378,0.894,-3.849,0.185,0.00777,0.0,0.199,0.542,107.398,231920
Pick Up The Phone,Falling In Reverse,7DhSMsvYduvpvWaTBC2HMH,0.445,0.885,-3.475,0.236,0.0294,0.0,0.673,0.504,105.533,277627
Raised By Wolves,Falling In Reverse,4vqmSmLC0dbw1UF7mmUDZe,0.368,0.871,-3.395,0.106,0.0346,0.0,0.0599,0.527,84.585,204693
Where Have You Been,Falling In Reverse,3R2tWYkadiGpj4VepcyAe8,0.519,0.971,-3.326,0.0977,7.65e-05,0.0,0.329,0.3,119.977,198651
Guillotine IV (the Final Chapter),Falling In Reverse,7ggGTSxuNkyJlADN1m111o,0.398,0.993,-2.991,0.249,0.000108,4.88e-06,0.319,0.342,167.08,215849
Die For You,Falling In Reverse,2AOMMigM6lgv7L68yOjpEF,0.486,0.97,-2.662,0.153,0.000201,2.55e-05,0.0927,0.263,105.008,224299
The Bitter End,Falling In Reverse,5TzmQoMOSEtB3tfq3y6slN,0.363,0.984,-2.511,0.195,0.000339,0.00074,0.337,0.313,152.766,243975
Turn,ROAM,4sGSiifk23VgpouyTZlhh8,0.522,0.872,-5.327,0.0408,0.000864,0.0,0.343,0.961,97.991,180268
Playing Fiction,ROAM,2aG7MPedIAt6k66Q2BBaHT,0.466,0.994,-2.702,0.0821,0.00147,0.0,0.308,0.615,165.023,160831
Drops of Jupiter,With Confidence,32tZzOvxYJCdWldAiPp6Ru,0.48,0.72,-6.665,0.0375,0.00709,0.0,0.111,0.384,82.464,244345
Frozen,State Champs,4sP2lZem4MZn3iDJqd9SBq,0.622,0.961,-2.993,0.0529,0.000661,1.41e-06,0.102,0.744,110.995,179600
Crystal Ball,State Champs,1oZdRsmNvgTy137ORPfXEI,0.452,0.971,-2.918,0.101,0.00294,1.35e-05,0.294,0.875,182.972,192382
Criminal,State Champs,0CXQ2LNOcb6oJTWYEWKtyK,0.529,0.957,-3.522,0.0932,0.000105,0.000922,0.328,0.405,123.062,202737
Dead and Gone,State Champs,0QapunlwO9vnL5X6h4YF18,0.368,0.968,-2.709,0.0737,0.00151,0.0,0.419,0.52,168.025,191757
Safe Haven,State Champs,5vcpqeWf3ZgKDlrOxdTf8L,0.49,0.966,-2.86,0.103,4.26e-05,1.66e-05,0.038,0.497,139.939,217349
Something About You,State Champs,4NHwMd1GQKugTgiQ0Pa1dl,0.549,0.952,-3.108,0.0572,0.000241,0.0,0.279,0.801,100.002,172727
Cut Through the Static,State Champs,5Hx0TJrfUUVfMqWisVjEPh,0.547,0.989,-2.164,0.0695,0.000358,3.63e-05,0.0426,0.536,102.001,179733
Time Machine,State Champs,3TJAuC3X1ZMUJXCtWFgF5a,0.616,0.889,-4.035,0.0317,0.019,0.0,0.1,0.857,140.024,209083
Someone Like You,SafetySuit,2csPwqAnVJ8Fmrb7KGR7pI,0.387,0.856,-2.411,0.0529,8.2e-05,0.000798,0.196,0.281,139.997,238493
Find A Way,SafetySuit,3oGDA2JKpAYTYadAzpP8RP,0.448,0.76,-4.244,0.0322,0.0145,0.0255,0.299,0.361,148.014,257440
Believe,SafetySuit,1NZWV6bo4kK6qh05tpqLwc,0.284,0.871,-4.891,0.0686,0.000968,0.00029,0.0954,0.122,149.963,271147
Anywhere But Here,SafetySuit,6HIgbYCr7gh2bhj00948fK,0.364,0.715,-2.447,0.0321,0.025,0.000143,0.168,0.187,141.907,269667
Pretty When,A Step Ahead,0lWTRoRtT3KoyGEHohj6oS,0.726,0.944,-4.098,0.0276,0.00129,0.0,0.529,0.64,110.02,187000
Lazy Eye,Silversun Pickups,1aDLUzCyYpRXgrjwUWzV2X,0.633,0.831,-5.053,0.0461,0.0401,0.693,0.117,0.243,127.397,354360
Hey Jealousy,Gin Blossoms,4o7ZPI2fmEi3piRe0Hrfpy,0.471,0.797,-8.407,0.0389,0.000179,6.49e-06,0.299,0.497,152.903,236627
Burn the House Down,AJR,4u8Gkqyg87iGSW3hQbbnQZ,0.454,0.66,-4.357,0.168,0.0364,0.0,0.181,0.568,184.353,212689
Sober Up (feat. Rivers Cuomo),AJR,7bXvOMQ3UrcTS1dO9Ppzsg,0.647,0.616,-4.948,0.0272,0.277,0.0,0.0816,0.79,93.019,218760
Paranoia,A Day To Remember,3HhaSocKwTptze7PySNZlW,0.409,0.992,-2.803,0.108,4.82e-05,2.03e-06,0.1,0.344,149.859,200677
Never Coming Home,Point North,0yNBLz1uAyx4FCxkdkQcqf,0.48,0.949,-2.341,0.0854,0.01,0.0,0.0761,0.637,164.956,196364
Featherweight,WSTR,6ewEi38RM3ZsihuzX8Z1L3,0.48,0.981,-2.825,0.107,0.000248,0.535,0.0521,0.479,105.094,180644
That's What She Said,Kid Liberty,1x6xY7mgpXFRnY8mPgXbx9,0.412,0.874,-5.445,0.206,0.000646,0.0,0.103,0.717,198.897,202867
Keep On Pushin',Kid Liberty,0tp7xLQmBPDFlZ4xkSw8a9,0.554,0.895,-6.456,0.14,0.00093,4.05e-05,0.447,0.505,145.077,267933
Give Me Alan Or Give Me Death,Kid Liberty,2Fh0EfwffZujMHRELWEFUM,0.462,0.926,-4.368,0.156,0.00134,3.16e-05,0.294,0.636,103.887,188909
We All Float Down Here,Four Year Strong,44RrOIa9ziCFW9YC6ndAUL,0.522,0.996,-4.316,0.186,0.000116,1.05e-05,0.252,0.138,96.477,187561
Bada Bing! Wit' a Pipe!,Four Year Strong,1VBjob9eFPN9fGW60riG5m,0.424,0.956,-4.444,0.106,0.00671,0.0,0.225,0.763,180.99,201533
Stolen Credit Card!,Four Year Strong,5Q6ViafzbPK1W2pyccVMhi,0.391,0.985,-4.653,0.432,0.000292,0.00207,0.0727,0.168,199.946,231027
Stuck In The Middle,Four Year Strong,4yqdOYIo0YrN12GDQHAdia,0.407,0.981,-2.833,0.191,6.35e-05,0.000314,0.326,0.384,188.968,216427
Nineteen Fifty Eight,A Day To Remember,1gwEJtdbeRSBqiIjmnu6Px,0.205,0.967,-4.883,0.302,0.00179,4.41e-06,0.349,0.277,80.218,277693
Leave All The Lights On,A Day To Remember,1KbAeYXHKBl8zPVOFi9LEl,0.461,0.94,-3.622,0.0851,0.000286,2.35e-06,0.107,0.51,138.016,211327
A 2nd Glance,A Day To Remember,4e0hzUXdIRxs3A0FqHt3LZ,0.241,0.934,-4.787,0.0773,0.00275,0.0,0.411,0.251,100.153,173760
Trophy Room,City Lights,7IreMNeU9bUpv1fVljdjqq,0.553,0.952,-4.501,0.0665,0.000112,0.0,0.392,0.56,102.493,193976
Casablanca Sucked Anyways.,A Day To Remember,4cfoq50905HVw43mVwdULg,0.214,0.761,-4.624,0.0985,0.00453,1.83e-06,0.136,0.366,67.015,177160
U Should Have Killed Me When U Had The Chance,A Day To Remember,1xdDtEFeoP0AYon054kZvU,0.312,0.876,-5.083,0.0963,0.000179,0.0,0.177,0.236,101.013,213573
Your Way With Words Is Through Silence!,A Day To Remember,3YOLUGieMMOMJ0rPxMYEYV,0.281,0.941,-4.982,0.082,0.000368,2.31e-06,0.213,0.432,103.553,234947
Maybe It's Just Me,Something More,70bOxz9g6leCkdc81EvD7B,0.287,0.923,-4.428,0.116,9.76e-06,0.000935,0.0838,0.728,101.393,142266
Late Nights in My Car,Real Friends,3kCZKH1qZrZhGP75w1tNtZ,0.316,0.974,-2.976,0.117,0.0136,0.0,0.336,0.32,193.811,201474
I Don't Love You Anymore,Real Friends,1dBAyvabnsaSIe5tTMiJA3,0.417,0.987,-4.361,0.132,9.28e-05,3.07e-06,0.316,0.252,162.128,205086
Borderline,Man Overboard,20UNoXiIHDgKrzlRqUcoqd,0.568,0.977,-4.072,0.0436,0.00017,2.56e-05,0.0921,0.557,136.051,182720
Reality Check,Man Overboard,5waHcsVb74JIoMML8xxKrV,0.373,0.989,-3.956,0.0864,4.3e-05,0.000941,0.281,0.633,180.14,201387
How To Hide Your Feelings,Man Overboard,4ZoPkQSf8BxF1nMvaI9Zdz,0.517,0.888,-4.81,0.0323,0.000524,0.0,0.308,0.698,100.01,220133
Alex In Wonderland,This Time Next Year,0m4St9vBp4i0Z9uORO7WIE,0.373,0.974,-2.263,0.0713,0.00708,0.0,0.177,0.697,192.113,257400
This Is The House That Doubt Built,A Day To Remember,2w4P4QStadonynIeJBhOVc,0.286,0.946,-3.874,0.0843,0.000505,0.0,0.0826,0.2,182.851,210333
Cool Kids,Echosmith,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627
Hard Times,Paramore,0w5Bdu51Ka25Pf3hojsKHh,0.695,0.818,-5.379,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693
Rose-Colored Boy,Paramore,2RJfK2pOvGpnxC255YOy5k,0.768,0.826,-4.904,0.0335,0.00199,0.000374,0.031,0.926,114.997,212853
Told You So,Paramore,7BpYWzZwrsljT1eIjb0TqR,0.639,0.814,-5.632,0.0385,0.0029,2.98e-05,0.0529,0.904,123.922,188947
The Ballad of Mona Lisa,Panic! At The Disco,5rLi8B8qgk6qThwRnKHW2P,0.436,0.893,-4.18,0.0556,0.000362,0.0,0.103,0.0794,124.113,226680
Some Kids Just Can't Hang,Major League,1t7SMLei05be8DP8hiu8qk,0.584,0.708,-13.834,0.0353,0.00179,0.0,0.324,0.751,102.508,142248
Montrose,Man Overboard,3ma2g4WBaMm3GreSPVkLeO,0.488,0.955,-4.634,0.0663,0.00195,0.0,0.153,0.461,130.005,173480
